dataset,relative_path,absolute_path,size_bytes,extension,mime_type,sha256,archive_contents,parse_info,issues
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/NU%20Confidentiality%20Non-Disclosure%20%20Information%20Security%20Agreement%20Final%20....txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/NU%20Confidentiality%20Non-Disclosure%20%20Information%20Security%20Agreement%20Final%20....txt,6166,.txt,text/plain,8d9524dd2bf24732ad1c6c7533d10da5b957904d047a335b9782d44240f982dd,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/oceaneering-non-disclosure-agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/oceaneering-non-disclosure-agreement.txt,5749,.txt,text/plain,ae35d4ef7cefa9a12f2609e88a500b3bd2dbf00604593099e1cc115732fcaf0e,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Petrolube_NDA.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Petrolube_NDA.txt,10698,.txt,text/plain,5ec780e0b76f8271a470185af4b9bc554b6b6624accba2eb28f37b76e71823f7,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/QEP-Williston-Form-of-Confidentiality-Agreement-BMO.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/QEP-Williston-Form-of-Confidentiality-Agreement-BMO.txt,22219,.txt,text/plain,13b9a38fc4644ce6f5eca11cba96564c595b4c9fa35ad58d77d2007b776d4d0c,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/QuickBooks-NDA-template.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/QuickBooks-NDA-template.txt,8131,.txt,text/plain,2a31e966331c82dd0041cef3c434a8e10e2f5d73152bb2f3cf57e084ac6ade92,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Roundhouse-Creative-Mutual-NDA.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Roundhouse-Creative-Mutual-NDA.txt,6815,.txt,text/plain,ea470881a0efae63ef30fcd4f00653b4d8d35be5f33c8255c686d22db49aa059,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/RROI_Confidentiality_Agreement_Final.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/RROI_Confidentiality_Agreement_Final.txt,23687,.txt,text/plain,2c63ebea5ebfc840262bc9a7b9507f287794d2a1a6c4133211251ef5be82d156,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SAMED%20confidentiality%20non%20disclosure%20and%20conflict%20of%20interest%20agreement%20for%20board%20and%20committee%20members%20ver%201.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SAMED%20confidentiality%20non%20disclosure%20and%20conflict%20of%20interest%20agreement%20for%20board%20and%20committee%20members%20ver%201.txt,11563,.txt,text/plain,529aae214d25b2be270bacb8b4e7ed75caea9b41171ebbc80514921c6920fe8a,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/sample-nrel-bilateral-nda-template.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/sample-nrel-bilateral-nda-template.txt,9357,.txt,text/plain,5941d3aad1b5b7e82f5dd24b2dc67825f4976f00b70a8b9b081caaefd3cf3b06,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SE_NDCA_and_PRE-QUAL_PACKAGE_March-2016.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SE_NDCA_and_PRE-QUAL_PACKAGE_March-2016.txt,14090,.txt,text/plain,9f6d27e0a294d79ea1bb094e82f4a675f1a646852aca18a8a96cee7946002089,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/simply-fashion---standard-nda.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/simply-fashion---standard-nda.txt,12695,.txt,text/plain,86cd35474987801a5c9cf203160077b25711d344cfadad1b4f4f330d53926bff,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SINTEC-UK-LTD-Non-disclosure-agreement-2017.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SINTEC-UK-LTD-Non-disclosure-agreement-2017.txt,7930,.txt,text/plain,b11c0ddbd214563472fe2613876565144b7b921a1a4b58120bef4ee74ec15417,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Sony%20Pictures%20Television%20NDA%20(Executed).txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Sony%20Pictures%20Television%20NDA%20(Executed).txt,28362,.txt,text/plain,1ac8600bc7d67141ccc43d1de7214e79ac4b346a41d73ff54086976063e85801,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Standard%20NDA%20by%20Axial.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Standard%20NDA%20by%20Axial.txt,11401,.txt,text/plain,ebb3c254ea6a6ee0144d756454c679eee83db4b22310541607163d3318ee48ba,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/stony_hill_buyer_nda.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/stony_hill_buyer_nda.txt,9277,.txt,text/plain,db5a47aed48803127f948ab8a7f973ca08dc9b840db85c46edc0c3a397431b37,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SupplementOne-NDA.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/SupplementOne-NDA.txt,9005,.txt,text/plain,12af642c368961c7ed38fb345fe0614207e9fbbc42324def22ec868681116fc0,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/TabunKitchenInvestments-NDA.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/TabunKitchenInvestments-NDA.txt,9912,.txt,text/plain,d9812b3173fa7ced187b4e951d11ec40f5532dc8f68f7029d7f3708c140fe5ac,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt,8517,.txt,text/plain,82c94094ef6a99c4d1c92e4569100078195ad88cd4a7e0b67dfb804d33aa0c7e,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/thoughtbot-mutual-nda.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/thoughtbot-mutual-nda.txt,6140,.txt,text/plain,95b83e8a2e139aa28f548d75f6958ac2321343f71af52d2fd604c2cf0f16c6a5,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/tpi-non-disclosure-agreement_1.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/tpi-non-disclosure-agreement_1.txt,11050,.txt,text/plain,f193b1ebb619626d830729bd8c044372e6a46b5d94781bb200d6a3451398cfcd,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/TSE-TSE-OK-WHK-Mutual-NDA-Fill-in-Blanks-4-29-2019.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/TSE-TSE-OK-WHK-Mutual-NDA-Fill-in-Blanks-4-29-2019.txt,11684,.txt,text/plain,2c4735b8e53f89a9f9c5310786a773d7fba47abcd94402f1c01bef45b86f673c,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/UALR-Standard-Non-disclosure-AgreementTemplate.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/UALR-Standard-Non-disclosure-AgreementTemplate.txt,4975,.txt,text/plain,393b75bb849fbbf2ad660f27ee2df452478962fddfaf899876ca8c52a67e9213,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/VELCO%20NDA%20rev0%20Dec%2014%202015.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/VELCO%20NDA%20rev0%20Dec%2014%202015.txt,11749,.txt,text/plain,99892055adecc0fe92983540e4532f5e31f7c072b185973178a13609cfeb4455,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/vmw-certification-conduct-policy.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/vmw-certification-conduct-policy.txt,3442,.txt,text/plain,5a0a547e5dac0aa6e4dc8b465ddfc3314ce6e7ba30aa2deb25ce26365fd662ad,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/wayne-fueling-systems-mutual-non-disclosure-agreement-final.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/wayne-fueling-systems-mutual-non-disclosure-agreement-final.txt,12963,.txt,text/plain,30ecdc3fdab3ab136f278c20ee1afced03c6267c35eb62aefb759438c8f46786,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/WEB-NDA-Mutual-Customer-and-Allazo-Electronics-v2.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/WEB-NDA-Mutual-Customer-and-Allazo-Electronics-v2.txt,12031,.txt,text/plain,b3f1e91359bf42f1fd457b20aeeb389cbaa5937bb2520abe1bfa6c648b6a2ae1,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/WECC_Confidentiality_Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/contractnli/WECC_Confidentiality_Agreement.txt,8673,.txt,text/plain,046713c6bdeb5cf7fe4132eedee7507782b1958076741d9f21064520eb0e252c,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement.txt,29454,.txt,text/plain,6cdfab95eb5b30c0d2d4860c8204b96b36a54cb9e2025c5ceb1457d223afac41,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.txt,26346,.txt,text/plain,e335c24cfd77dd661c0c18aa9277ea3f526ac9540b7d3af96ef0deaa0fd2938a,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt,13038,.txt,text/plain,85182a8d5506adf149a0c8ea479167d6c11b979a821fa33a5da2ce1cdcd13c31,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.txt,89564,.txt,text/plain,14932c769a7ac61cb1a4d639aa2bdc3c85a88037f54b478d117d62cbc49e8321,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,24632,.txt,text/plain,ca9acda7d2710198107402f632ede2a69f365f8dd8417f13e9a2e463d3ecdad8,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt,101190,.txt,text/plain,f20f55c32b8c30c720f2aabb614592e0cf8beb74e9e6fa25ad78a3295bb0db56,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.txt",26347,.txt,text/plain,c757bb1d6007551134d3831a8e3ee3ef1491c59513844f80a61989cac2b0897c,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .txt",15312,.txt,text/plain,bce002bc4b17df3b0ccdeb12ce4e75d4005815a430ea0adab7845489a366c0a9,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1).txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1).txt",12027,.txt,text/plain,23255988c8f39e0b67d7ff8a2b316a17c3bf4cc0557141d6a7e6e9cc7d770ad3,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT.txt",12027,.txt,text/plain,23255988c8f39e0b67d7ff8a2b316a17c3bf4cc0557141d6a7e6e9cc7d770ad3,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.txt,121559,.txt,text/plain,ba14c927c1ceb18f63958108bc80a98fb5de63a2071808f5873dfa9940109da9,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.txt,20693,.txt,text/plain,6d43065ff242642866da6be6b83f9849ad898e6eea9c1e71b0c2853dd3822c5a,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.txt,168025,.txt,text/plain,3060a01d1ea3766e43cfc623f3aa3d5563bccac7c2364fffb84cbd7d49dee1ad,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.txt,70444,.txt,text/plain,ef5d06f1cc291342f84bfff8a40d561cdd843a025475ec71d78ebbd5b687f0b8,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt,73869,.txt,text/plain,c9a4d1006bce3890bb04151d0bf1f791b43012e7322ac550813e855461ba3da8,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.txt,143307,.txt,text/plain,3c70a981a2107097efddcf6fdba26d5d4b3d7eb458d826a10002d5dcc767fad7,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.txt,11361,.txt,text/plain,0d8be99620d364c5dc920fdbce6ccdbdec070aa58db2e9550ad6432b29f7e731,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.txt,130258,.txt,text/plain,d22c5d084ff7502d7c26a83a243846a710547c26b117ec82d3a0ec60f2f896c7,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.txt,35525,.txt,text/plain,82411b6956e9a2144f8a1440891954249156112d44057c01f778ae577ab864a9,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.txt,37799,.txt,text/plain,e9a7e542a3a9941c3879ac170c7ade20c2c3bf456c8b5c9a4554d622f199e271,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.txt,32826,.txt,text/plain,cf7ccac86b58129ea6ba73b08f2482e87c61e9c228dd64b05291e3ee3601c104,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,39727,.txt,text/plain,8793df7d80cd6d2525fcacea4f92da688eae393a1e2a0ce42d72df552b608b6b,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.txt,23999,.txt,text/plain,ed3202c56ebdb4ab0c8d408adcab35f678a063ca30b100329f47aacc2ba94020,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.txt,19351,.txt,text/plain,800a8e3e69cecab83863c1f6ff97587419bd873245d7f98b59e460a747f03228,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.txt,40522,.txt,text/plain,b700fd09580297d2160086acfea6d5dd834598018ab652f181d972be510b5549,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
